Biofluido,Experiment,Metabolite,HMDB,Concentration_ASICS,Concentration_GS
Urina,05RCF_csv,Quinolinate,,2306.48943526894,
Urina,05RCF_csv,UTP,,1624.27468034224,
Urina,05RCF_csv,Saturated_fattty_acids,,962.124809240388,
Urina,05RCF_csv,Pyrocatechol,,1686.70064654233,
Urina,05RCF_csv,Homovanillate,,542.768537563351,
Urina,05RCF_csv,Glutathione-reduced,,988.19844504038,
Urina,05RCF_csv,4-EthylPhenol,,964.457781659971,
Urina,05RCF_csv,Vanillate,,953.370390971221,
Urina,05RCF_csv,GTP,,1436.0408181627,
Urina,05RCF_csv,Tyrosine,HMDB00158,1364.66543812727,88.4
Urina,05RCF_csv,Dimethylsulfone,,1835.63494143576,
Urina,05RCF_csv,Syringate,,586.670690310465,
Urina,05RCF_csv,Acetate,HMDB00042,0.0,58.6
Urina,05RCF_csv,PropyleneGlycol,,1143.78279589147,
Urina,05RCF_csv,alpha-Hydroxyisobutyrate,,1115.43862448341,
Urina,05RCF_csv,Leucine,HMDB00687,673.266665145432,27.0
Urina,05RCF_csv,Inosine,,506.290059031543,
Urina,05RCF_csv,Tartarate,,0.0,
Urina,05RCF_csv,Valerate,,1507.08033495286,
Urina,05RCF_csv,Methylamine,,1928.27491853934,
Urina,05RCF_csv,Valine,HMDB00883,346.527688081548,28.4
Urina,05RCF_csv,Carnitine,HMDB00062,1498.97965040711,16.5
Urina,05RCF_csv,Carnosine,HMDB00033,1836.03824153413,126.6
Urina,05RCF_csv,Isovalerate,,962.631167368598,
Urina,05RCF_csv,CMP,,582.977927576173,
Urina,05RCF_csv,2-Aminobutyrate,,1415.16144204147,
Urina,05RCF_csv,3-Methylxanthine,,9891.35335035855,
Urina,05RCF_csv,Isobutyrate,,124.982480574848,
Urina,05RCF_csv,Trigonelline,HMDB00875,776.955011523519,453.9
Urina,05RCF_csv,Pantothenate,HMDB00210,490.58485559873,31.9
Urina,05RCF_csv,Benzoate,,1018.97016363543,
Urina,05RCF_csv,N-(2-Furoyl)Glycine,,580.675938818321,
Urina,05RCF_csv,4-AminoHippurate,,1603.52371111758,
Urina,05RCF_csv,2-Methylglutarate,,1126.89870470551,
Urina,05RCF_csv,Uridine,HMDB00296,460.046822452164,11.3
Urina,05RCF_csv,Ethylmalonate,,946.8621780481,
Urina,05RCF_csv,3-HydroxyphenylAcetate,,2639.30358993419,
Urina,05RCF_csv,TMAO,,498.48897317683,
Urina,05RCF_csv,Trimethylamine,,66.393769956266,
Urina,05RCF_csv,Acetoacetate,HMDB00060,1252.06556757704,35.7
Urina,05RCF_csv,Hypoxanthine,HMDB00157,294.730719465521,43.2
Urina,05RCF_csv,CholineChloride,,729.793456082509,
Urina,05RCF_csv,UDP,,166.303430523291,
Urina,05RCF_csv,Adipate,,0.0,
Urina,05RCF_csv,2-Oxoisovalerate,,872.286431523403,
Urina,05RCF_csv,Pyruvate,HMDB00243,314.779352901801,25.6
Urina,05RCF_csv,2-Oxobutyrate,,1524.9308630282,
Urina,05RCF_csv,GMP,,957.986481542199,
Urina,05RCF_csv,1-Methyl-L-Histidine,,2789.70012088616,
Urina,05RCF_csv,Isoleucine,HMDB00172,896.953518249036,10.8
Urina,05RCF_csv,2-HydroxyphenylAcetate,,409.140420342011,
Urina,05RCF_csv,Adenine,,773.556198657585,
Urina,05RCF_csv,Glycerophosphocholine,,819.807297609259,
Urina,05RCF_csv,UMP,,1661.62440325952,
Urina,05RCF_csv,Succinate,HMDB00254,0.0,13.8
Urina,05RCF_csv,2-Deoxyadenosine,,58.2650259314814,
Urina,05RCF_csv,Kynurenate,,156.628383311751,
Urina,05RCF_csv,7-Methylxanthine,,570.157698594356,
Urina,05RCF_csv,Sebacate,,240.095420208736,
Urina,05RCF_csv,Levulinate,,289.241870272022,
Urina,05RCF_csv,Dimethylglycine,,260.216317288824,
Urina,05RCF_csv,Acetaminophen,,146.135477857607,
Urina,05RCF_csv,UDPG,,1249.65968867928,
Urina,05RCF_csv,CTP,,257.008126650508,
Urina,05RCF_csv,ATP,,358.722487631486,
Urina,05RCF_csv,Maltose,,708.077687137236,
Urina,05RCF_csv,IMP,,102.052682228424,
Urina,05RCF_csv,2-Picolinate,,1673.05706656514,
Urina,05RCF_csv,Acetone,HMDB01659,264.232235471826,21.0
Urina,05RCF_csv,GDP,,148.003473588889,
Urina,05RCF_csv,Azelaic ate,,1262.76551303712,
Urina,05RCF_csv,Fumarate,,8.35059348426033,
Urina,05RCF_csv,Nicotinate,,0.0716121201153916,
Urina,05RCF_csv,dAMP,,857.899420594494,
Urina,05RCF_csv,CDP,,0.0,
Urina,05RCF_csv,Nicotinurate,,0.129164050607797,
Urina,05RCF_csv,NADP,,0.0372646938389646,
Urina,05RCF_csv,3-Methyl-L-Histidine,,2835.45489086151,
Urina,05RCF_csv,DehydroAscorbate,,1974.38813876572,
Urina,05RCF_csv,Malonate,HMDB00691,0.0,289.3
Urina,05RCF_csv,Adenosine,,204.192877830561,
Urina,05RCF_csv,Glutarate,,0.0,
Urina,05RCF_csv,Citraconate,,320.973292681934,
Urina,05RCF_csv,Ascorbate,,0.0,
Urina,05RCF_csv,Propionate,,0.0,
Urina,05RCF_csv,Long-chain_alkane,,346.836767018317,
Urina,05RCF_csv,AMP,,1.8445895119109,
Urina,05RCF_csv,NAD,,0.0345281718186784,
Urina,05RCF_csv,Mandelate,,2.65416761663598,
Urina,01RCF_fid,Creatinine,HMDB00562,5878.36109582494,24012.6
Urina,01RCF_fid,Hippurate,HMDB00714,3765.5424673218,4653.1
Urina,01RCF_fid,Taurine,HMDB00251,2064.74836562732,2148.6
Urina,01RCF_fid,Citrate,HMDB00094,2030.71616676957,3886.5
Urina,01RCF_fid,Glutamate,,1783.04309008215,
Urina,01RCF_fid,Threonate,,1432.34084895401,
Urina,01RCF_fid,Trigonelline,HMDB00875,1427.90956415214,1538.7
Urina,01RCF_fid,Proline,,1340.85978649036,
Urina,01RCF_fid,Creatine,HMDB00064,1326.62307767821,215.4
Urina,01RCF_fid,Lactose,,1255.35684587799,
Urina,01RCF_fid,Aspartate,,1214.03573771089,
Urina,01RCF_fid,Cysteine,,1150.59127244227,
Urina,01RCF_fid,Glutamine,HMDB00641,1143.79424342254,839.1
Urina,01RCF_fid,Fructose,HMDB00660,1136.85476786869,611.9
Urina,01RCF_fid,Arginine,,1100.62813440331,
Urina,01RCF_fid,Threitol,,1066.66372160999,
Urina,01RCF_fid,Glucose-6-Phosphate,,1050.12994586425,
Urina,01RCF_fid,Pyroglutamate,HMDB00267,1045.62931633811,502.6
Urina,01RCF_fid,2-AminoAdipate,,1043.94195449711,
Urina,01RCF_fid,Glycerol,,1043.60054258901,
Urina,01RCF_fid,Uracil,HMDB00300,1042.04361909518,181.8
Urina,01RCF_fid,Lysine,HMDB00182,1031.65737749086,472.0
Urina,01RCF_fid,Ethanolamine,HMDB00149,1031.47667280004,979.4
Urina,01RCF_fid,Glycerate,,1012.20251304237,
Urina,01RCF_fid,Asparagine,HMDB00168,916.671400813635,188.7
Urina,01RCF_fid,D-Glucuronate,,911.272834951322,
Urina,01RCF_fid,Citrulline,,907.739194985217,
Urina,01RCF_fid,TMAO,,748.968953503383,
Urina,01RCF_fid,Saccarate,,716.220631053004,
Urina,01RCF_fid,Glycogen,,707.826041938651,
Urina,01RCF_fid,Tryptophan,HMDB00929,689.72875520344,111.3
Urina,01RCF_fid,Fucose,HMDB00174,608.449346300843,184.2
Urina,01RCF_fid,"1,3-Diaminopropane",,606.74350085678,
Urina,01RCF_fid,Beta-Alanine,,603.635439907151,
Urina,01RCF_fid,Levoglucosan,,594.634086846791,
Urina,01RCF_fid,Myo-Inositol,,590.316375004595,
Urina,01RCF_fid,Putrescine,,572.061596057656,
Urina,01RCF_fid,Threonine,HMDB00167,559.81901477282,390.6
Urina,01RCF_fid,4-AminoHippurate,,494.881671294419,
Urina,01RCF_fid,Alanine,HMDB00161,485.733077128873,383.0
Urina,01RCF_fid,Dihydrothymine,,466.204907408721,
Urina,01RCF_fid,trans-4-Hydroxy-L-Proline,,460.775089302597,
Urina,01RCF_fid,Indoxylsulfate,,456.19104742186,
Urina,01RCF_fid,Phenylalanine,,452.019105964731,
Urina,01RCF_fid,2-Oxoglutarate,HMDB00208,432.886533828125,165.2
Urina,01RCF_fid,Maltose,,394.617694437042,
Urina,01RCF_fid,Uridine,HMDB00296,386.412462035985,46.3
Urina,01RCF_fid,Glucose,HMDB00122,385.107976023206,610.1
Urina,01RCF_fid,Sorbitol,,384.754219030932,
Urina,01RCF_fid,D-Gluconate,,376.456873571563,
Urina,01RCF_fid,N-Acetylglycine,,371.66761783061,
Urina,01RCF_fid,Malonate,HMDB00691,357.605784508392,685.2
Urina,01RCF_fid,Phenylglyoxylate,,349.430534853008,
Urina,01RCF_fid,Anserine,,334.697852431657,
Urina,01RCF_fid,Histidine,HMDB00177,333.430451392824,1947.6
Urina,01RCF_fid,Phenethylamine,,329.796211634769,
Urina,01RCF_fid,Formate,HMDB00142,329.44817824836,515.2
Urina,01RCF_fid,3-PhenylPropionate,,316.109415381891,
Urina,01RCF_fid,Syringate,,306.308963499731,
Urina,01RCF_fid,GMP,,303.723982257576,
Urina,01RCF_fid,Xylitol,HMDB02917,291.138457890782,498.6
Urina,01RCF_fid,Spermidine,,283.448946155365,
Urina,01RCF_fid,UMP,,280.509826962372,
Urina,01RCF_fid,Cystine,,273.858984589013,
Urina,01RCF_fid,Carnosine,HMDB00033,258.721965612242,111.4
Urina,01RCF_fid,N-(2-Furoyl)Glycine,,256.622278730123,
Urina,01RCF_fid,3-Methyladipate,,256.327531963638,
Urina,01RCF_fid,PropyleneGlycol,,252.892066336609,
Urina,01RCF_fid,2-Oxobutyrate,,248.969280078588,
Urina,01RCF_fid,UDP,,247.658932914655,
Urina,01RCF_fid,Cadaverine,,238.251046843792,
Urina,01RCF_fid,Valerate,,232.584736604156,
Urina,01RCF_fid,Glutathione-oxidized,,222.512115361501,
Urina,01RCF_fid,Pimelate,,221.370125680701,
Urina,01RCF_fid,Vanillate,,214.976271477538,
Urina,01RCF_fid,GABA,,214.906269007816,
Urina,01RCF_fid,Hypotaurine,,205.218070248505,
Urina,01RCF_fid,1-Methylhydantoin,,204.553443628397,
Urina,01RCF_fid,S-Acetamidomethylcysteine,,194.855560019889,
Urina,01RCF_fid,UDPG,,194.839081925943,
Urina,01RCF_fid,Leucine,HMDB00687,190.1210296185,91.8
Urina,01RCF_fid,Pyrocatechol,,184.487317213838,
Urina,01RCF_fid,Isoleucine,HMDB00172,183.787886366808,22.4
Urina,01RCF_fid,UTP,,174.192643981524,
Urina,01RCF_fid,CholineChloride,,173.274266673989,
Urina,01RCF_fid,Acetoacetate,HMDB00060,166.970853930203,83.5
Urina,01RCF_fid,4-EthylPhenol,,166.684218055422,
Urina,01RCF_fid,Galactitol,,158.668746852889,
Urina,01RCF_fid,Mandelate,,156.022228085191,
Urina,01RCF_fid,alpha-Hydroxyisobutyrate,,151.416550329039,
Urina,01RCF_fid,Carnitine,HMDB00062,142.73696481239,121.9
Urina,01RCF_fid,N-Acetyl-L-Aspartate,,142.626437210678,
Urina,01RCF_fid,Saturated_fattty_acids,,134.964241821335,
Urina,01RCF_fid,Methylguanidine,,112.147429085215,
Urina,01RCF_fid,Glycerophosphocholine,,111.2399207294,
Urina,01RCF_fid,Homovanillate,,109.387675999424,
Urina,01RCF_fid,2-Propanol,,102.27062437868,
Urina,01RCF_fid,Isovalerate,,97.2743291389239,
Urina,01RCF_fid,Levulinate,,94.3231246818881,
Urina,01RCF_fid,Trimethylamine,,84.2938004413551,
Urina,01RCF_fid,Methylmalonate,,83.3912690155217,
Urina,01RCF_fid,O-Acetyl-L-Carnitine,,79.3855601878584,
Urina,01RCF_fid,Betaine,HMDB00043,54.2104474216736,179.1
Urina,01RCF_fid,Dimethylsulfone,,49.2923190499533,
Urina,01RCF_fid,Acetone,HMDB01659,47.0107028084248,29.7
Urina,01RCF_fid,Glycine,HMDB00123,0.0,1518.6
Urina,01RCF_fid,Serine,HMDB00187,0.0,896.5
Urina,01RCF_fid,Glycolate,HMDB00115,0.0,1226.6
Urina,01RCF_fid,DehydroAscorbate,,0.0,
Urina,01RCF_fid,3-Methyl-L-Histidine,,0.0,
Urina,01RCF_fid,Isocitrate,,0.0,
Urina,01RCF_fid,1-Methyl-L-Histidine,,0.0,
Urina,01RCF_fid,Ascorbate,,0.0,
Urina,01RCF_fid,Glutaconate,,0.0,
Urina,01RCF_fid,4-HydroxyphenylAcetate,,0.0,
Urina,01RCF_fid,Lactate,HMDB00190,0.0,44.3
Urina,01RCF_fid,Arabitol,,0.0,
Urina,01RCF_fid,5-AminoValerate,,0.0,
Urina,01RCF_fid,beta-Hydroxyisovalerate,,0.0,
Urina,01RCF_fid,2-Deoxyadenosine,,0.0,
Urina,01RCF_fid,Adipate,,0.0,
Urina,01RCF_fid,2-Hydroxybutyrate,,0.0,
Urina,01RCF_fid,Adenine,,0.0,
Urina,01RCF_fid,Hypoxanthine,HMDB00157,0.0,119.9
Urina,01RCF_fid,Acetate,HMDB00042,0.0,160.9
Urina,01RCF_fid,Tyrosine,HMDB00158,0.0,157.3
Urina,01RCF_fid,Valine,HMDB00883,0.0,73.0
Urina,01RCF_fid,Isobutyrate,,0.0,
Urina,01RCF_fid,2-HydroxyphenylAcetate,,0.0,
Urina,01RCF_fid,Adenosine,,0.0,
Urina,01RCF_fid,Methionine,HMDB00696,0.0,79.5
Urina,01RCF_fid,Ethylmalonate,,0.0,
Urina,01RCF_fid,Dimethylglycine,,0.0,
Urina,01RCF_fid,Dimethylamine,HMDB00087,0.0,759.3
Urina,01RCF_fid,Glutarate,,0.0,
Urina,01RCF_fid,Malate,,0.0,
Urina,01RCF_fid,Trans-Acotinate,,0.0,
Urina,01RCF_fid,Mannose,,0.0,
Urina,01RCF_fid,3-Hydroxybutyrate,HMDB00357,0.0,122.6
Urina,01RCF_fid,Glutathione-reduced,,0.0,
Urina,01RCF_fid,Propionate,,0.0,
Urina,01RCF_fid,2-Methylglutarate,,0.0,
Urina,01RCF_fid,Azelaic ate,,0.0,
Urina,01RCF_fid,2-Aminobutyrate,,0.0,
Urina,01RCF_fid,3-HydroxyphenylAcetate,,0.0,
Urina,01RCF_fid,7-Methylxanthine,,0.0,
Urina,01RCF_fid,Sarcosine,,0.0,
Urina,01RCF_fid,Phosphocholine,,0.0,
Urina,02RCF_fid,Creatinine,HMDB00562,22656.4222577883,14392.1
Urina,02RCF_fid,Hippurate,HMDB00714,922.796702949159,698.6
Urina,02RCF_fid,Taurine,HMDB00251,1143.13605378019,1589.1
Urina,02RCF_fid,Citrate,HMDB00094,693.596049356594,1742.3
Urina,02RCF_fid,Glutamate,,1564.32860841302,
Urina,02RCF_fid,Threonate,,1175.42020721663,
Urina,02RCF_fid,Trigonelline,HMDB00875,586.152417797409,346.3
Urina,02RCF_fid,Proline,,1549.93662699265,
Urina,02RCF_fid,Creatine,HMDB00064,0.0,965.6
Urina,02RCF_fid,Lactose,,1281.146769651,
Urina,02RCF_fid,Aspartate,,987.036335571986,
Urina,02RCF_fid,Cysteine,,0.0,
Urina,02RCF_fid,Glutamine,HMDB00641,2093.67248090477,1095.6
Urina,02RCF_fid,Fructose,HMDB00660,0.0,158.1
Urina,02RCF_fid,Arginine,,2138.25348367573,
Urina,02RCF_fid,Threitol,,729.7644051823,
Urina,02RCF_fid,Glucose-6-Phosphate,,582.851626993723,
Urina,02RCF_fid,Pyroglutamate,HMDB00267,903.633312288197,232.6
Urina,02RCF_fid,2-AminoAdipate,,884.028282873458,
Urina,02RCF_fid,Glycerol,,810.552111893138,
Urina,02RCF_fid,Uracil,HMDB00300,2303.26219922832,88.3
Urina,02RCF_fid,Lysine,HMDB00182,0.0,114.5
Urina,02RCF_fid,Ethanolamine,HMDB00149,1456.88561136431,662.5
Urina,02RCF_fid,Glycerate,,0.0,
Urina,02RCF_fid,Asparagine,HMDB00168,1088.98796576869,577.3
Urina,02RCF_fid,D-Glucuronate,,909.654006306565,
Urina,02RCF_fid,Citrulline,,722.994666137856,
Urina,02RCF_fid,TMAO,,420.455074239196,
Urina,02RCF_fid,Saccarate,,416.350883390497,
Urina,02RCF_fid,Glycogen,,0.0,
Urina,02RCF_fid,Tryptophan,HMDB00929,352.282869226049,87.8
Urina,02RCF_fid,Fucose,HMDB00174,785.595202147787,82.2
Urina,02RCF_fid,"1,3-Diaminopropane",,994.634762523945,
Urina,02RCF_fid,Beta-Alanine,,1363.13766205492,
Urina,02RCF_fid,Levoglucosan,,635.939654228786,
Urina,02RCF_fid,Myo-Inositol,,478.800833772797,
Urina,02RCF_fid,Putrescine,,185.438029769164,
Urina,02RCF_fid,Threonine,HMDB00167,842.905066929105,645.5
Urina,02RCF_fid,4-AminoHippurate,,148.645456126915,
Urina,02RCF_fid,Alanine,HMDB00161,1402.20694137597,672.2
Urina,02RCF_fid,Dihydrothymine,,191.906827236696,
Urina,02RCF_fid,trans-4-Hydroxy-L-Proline,,0.0,
Urina,02RCF_fid,Indoxylsulfate,,327.855191440644,
Urina,02RCF_fid,Phenylalanine,,437.654247389087,
Urina,02RCF_fid,2-Oxoglutarate,HMDB00208,291.05208680773,200.0
Urina,02RCF_fid,Maltose,,0.0,
Urina,02RCF_fid,Uridine,HMDB00296,418.936287461668,26.9
Urina,02RCF_fid,Glucose,HMDB00122,689.108925256336,278.2
Urina,02RCF_fid,Sorbitol,,595.701518347396,
Urina,02RCF_fid,D-Gluconate,,0.0,
Urina,02RCF_fid,N-Acetylglycine,,559.63954731738,
Urina,02RCF_fid,Malonate,HMDB00691,773.425235691444,602.0
Urina,02RCF_fid,Phenylglyoxylate,,0.0,
Urina,02RCF_fid,Anserine,,807.678170007758,
Urina,02RCF_fid,Histidine,HMDB00177,1411.28334569263,2458.2
Urina,02RCF_fid,Phenethylamine,,843.542052917836,
Urina,02RCF_fid,Formate,HMDB00142,875.648994938724,775.6
Urina,02RCF_fid,3-PhenylPropionate,,267.334138860076,
Urina,02RCF_fid,Syringate,,45.0359840951904,
Urina,02RCF_fid,GMP,,576.169563341218,
Urina,02RCF_fid,Xylitol,HMDB02917,1098.97697070612,321.3
Urina,02RCF_fid,Spermidine,,0.0,
Urina,02RCF_fid,UMP,,532.593328333751,
Urina,02RCF_fid,Cystine,,277.153678449493,
Urina,02RCF_fid,Carnosine,HMDB00033,1491.38108877731,651.0
Urina,02RCF_fid,N-(2-Furoyl)Glycine,,0.0,
Urina,02RCF_fid,3-Methyladipate,,274.56453083073,
Urina,02RCF_fid,PropyleneGlycol,,175.731298548158,
Urina,02RCF_fid,2-Oxobutyrate,,201.301850476314,
Urina,02RCF_fid,UDP,,0.0,
Urina,02RCF_fid,Cadaverine,,0.0,
Urina,02RCF_fid,Valerate,,213.832314285628,
Urina,02RCF_fid,Glutathione-oxidized,,501.401587751893,
Urina,02RCF_fid,Pimelate,,0.0,
Urina,02RCF_fid,Vanillate,,193.940282980057,
Urina,02RCF_fid,GABA,,287.812198326117,
Urina,02RCF_fid,Hypotaurine,,0.0,
Urina,02RCF_fid,1-Methylhydantoin,,262.417899572746,
Urina,02RCF_fid,S-Acetamidomethylcysteine,,187.989922641575,
Urina,02RCF_fid,UDPG,,0.0,
Urina,02RCF_fid,Leucine,HMDB00687,258.169700283033,86.6
Urina,02RCF_fid,Pyrocatechol,,0.0,
Urina,02RCF_fid,Isoleucine,HMDB00172,214.272963407077,31.4
Urina,02RCF_fid,UTP,,192.415645653638,
Urina,02RCF_fid,CholineChloride,,142.604980366274,
Urina,02RCF_fid,Acetoacetate,HMDB00060,119.403815314686,55.1
Urina,02RCF_fid,4-EthylPhenol,,160.897631347972,
Urina,02RCF_fid,Galactitol,,153.285462920391,
Urina,02RCF_fid,Mandelate,,0.0,
Urina,02RCF_fid,alpha-Hydroxyisobutyrate,,142.80596393728,
Urina,02RCF_fid,Carnitine,HMDB00062,274.375771609417,175.9
Urina,02RCF_fid,N-Acetyl-L-Aspartate,,209.427047031633,
Urina,02RCF_fid,Saturated_fattty_acids,,93.4933266229804,
Urina,02RCF_fid,Methylguanidine,,107.843479887807,
Urina,02RCF_fid,Glycerophosphocholine,,281.026541264184,
Urina,02RCF_fid,Homovanillate,,269.733751781611,
Urina,02RCF_fid,2-Propanol,,81.6986920882692,
Urina,02RCF_fid,Isovalerate,,82.6609237801729,
Urina,02RCF_fid,Levulinate,,0.0,
Urina,02RCF_fid,Trimethylamine,,155.986620701944,
Urina,02RCF_fid,Methylmalonate,,0.0,
Urina,02RCF_fid,O-Acetyl-L-Carnitine,,137.09657139315,
Urina,02RCF_fid,Betaine,HMDB00043,0.0,127.5
Urina,02RCF_fid,Dimethylsulfone,,154.937415427901,
Urina,02RCF_fid,Acetone,HMDB01659,86.5817669867603,43.1
Urina,02RCF_fid,Glycine,HMDB00123,5074.53578969466,3972.8
Urina,02RCF_fid,Serine,HMDB00187,2911.28901027846,1137.6
Urina,02RCF_fid,Glycolate,HMDB00115,2252.27131517641,547.1
Urina,02RCF_fid,DehydroAscorbate,,1057.81166476038,
Urina,02RCF_fid,3-Methyl-L-Histidine,,772.166589379296,
Urina,02RCF_fid,Isocitrate,,753.743014118944,
Urina,02RCF_fid,1-Methyl-L-Histidine,,681.375388157089,
Urina,02RCF_fid,Ascorbate,,678.490951605381,
Urina,02RCF_fid,Glutaconate,,523.494739729551,
Urina,02RCF_fid,4-HydroxyphenylAcetate,,489.950601809583,
Urina,02RCF_fid,Lactate,HMDB00190,452.71324945492,39.4
Urina,02RCF_fid,Arabitol,,392.629751781248,
Urina,02RCF_fid,5-AminoValerate,,371.98736812846,
Urina,02RCF_fid,beta-Hydroxyisovalerate,,340.419147918697,
Urina,02RCF_fid,2-Deoxyadenosine,,278.071708728886,
Urina,02RCF_fid,Adipate,,250.505938426211,
Urina,02RCF_fid,2-Hydroxybutyrate,,242.33245351167,
Urina,02RCF_fid,Adenine,,242.068964081482,
Urina,02RCF_fid,Hypoxanthine,HMDB00157,226.343157597706,106.6
Urina,02RCF_fid,Acetate,HMDB00042,199.377451476697,132.4
Urina,02RCF_fid,Tyrosine,HMDB00158,191.213163267826,212.7
Urina,02RCF_fid,Valine,HMDB00883,187.565089651623,96.9
Urina,02RCF_fid,Isobutyrate,,178.023002301598,
Urina,02RCF_fid,2-HydroxyphenylAcetate,,168.173994089936,
Urina,02RCF_fid,Adenosine,,163.813088330389,
Urina,02RCF_fid,Methionine,HMDB00696,153.88620777345,34.4
Urina,02RCF_fid,Ethylmalonate,,142.993064580916,
Urina,02RCF_fid,Dimethylglycine,,136.362363986387,
Urina,02RCF_fid,Dimethylamine,HMDB00087,104.316596826925,449.1
Urina,02RCF_fid,Glutarate,,0.0,
Urina,02RCF_fid,Malate,,0.0,
Urina,02RCF_fid,Trans-Acotinate,,0.0,
Urina,02RCF_fid,Mannose,,0.0,
Urina,02RCF_fid,3-Hydroxybutyrate,HMDB00357,0.0,49.4
Urina,02RCF_fid,Glutathione-reduced,,0.0,
Urina,02RCF_fid,Propionate,,0.0,
Urina,02RCF_fid,2-Methylglutarate,,0.0,
Urina,02RCF_fid,Azelaic ate,,0.0,
Urina,02RCF_fid,2-Aminobutyrate,,0.0,
Urina,02RCF_fid,3-HydroxyphenylAcetate,,0.0,
Urina,02RCF_fid,7-Methylxanthine,,0.0,
Urina,02RCF_fid,Sarcosine,,0.0,
Urina,02RCF_fid,Phosphocholine,,0.0,
Urina,03RCF_fid,Creatinine,HMDB00562,22470.7973371127,13319.9
Urina,03RCF_fid,Hippurate,HMDB00714,1184.08722574376,1676.6
Urina,03RCF_fid,Taurine,HMDB00251,1382.93257954316,1277.3
Urina,03RCF_fid,Citrate,HMDB00094,1188.46946286677,2359.8
Urina,03RCF_fid,Glutamate,,1888.18432529774,
Urina,03RCF_fid,Threonate,,1256.99806912865,
Urina,03RCF_fid,Trigonelline,HMDB00875,944.095967792655,588.2
Urina,03RCF_fid,Proline,,1972.7747924538,
Urina,03RCF_fid,Creatine,HMDB00064,0.0,174.1
Urina,03RCF_fid,Lactose,,665.471845411263,
Urina,03RCF_fid,Aspartate,,883.348136663364,
Urina,03RCF_fid,Cysteine,,0.0,
Urina,03RCF_fid,Glutamine,HMDB00641,1197.66689961446,510.1
Urina,03RCF_fid,Fructose,HMDB00660,830.937029064962,338.1
Urina,03RCF_fid,Arginine,,1329.50655270991,
Urina,03RCF_fid,Threitol,,1065.81647966883,
Urina,03RCF_fid,Glucose-6-Phosphate,,1030.45044310946,
Urina,03RCF_fid,Pyroglutamate,HMDB00267,1057.49524001956,237.5
Urina,03RCF_fid,2-AminoAdipate,,1274.51708981384,
Urina,03RCF_fid,Glycerol,,681.657366838517,
Urina,03RCF_fid,Uracil,HMDB00300,3457.20632384238,92.1
Urina,03RCF_fid,Lysine,HMDB00182,0.0,145.8
Urina,03RCF_fid,Ethanolamine,HMDB00149,939.611562294512,468.9
Urina,03RCF_fid,Glycerate,,734.877741507445,
Urina,03RCF_fid,Asparagine,HMDB00168,735.879217584324,165.2
Urina,03RCF_fid,D-Glucuronate,,808.389159155081,
Urina,03RCF_fid,Citrulline,,925.740106862516,
Urina,03RCF_fid,TMAO,,726.778083433811,
Urina,03RCF_fid,Saccarate,,512.363571202269,
Urina,03RCF_fid,Glycogen,,852.030604094091,
Urina,03RCF_fid,Tryptophan,HMDB00929,558.353751326567,68.3
Urina,03RCF_fid,Fucose,HMDB00174,650.902153798361,122.2
Urina,03RCF_fid,"1,3-Diaminopropane",,1132.62508350681,
Urina,03RCF_fid,Beta-Alanine,,912.350941190644,
Urina,03RCF_fid,Levoglucosan,,559.660194981135,
Urina,03RCF_fid,Myo-Inositol,,961.982310302738,
Urina,03RCF_fid,Putrescine,,0.0,
Urina,03RCF_fid,Threonine,HMDB00167,682.212640098348,337.5
Urina,03RCF_fid,4-AminoHippurate,,237.956585445643,
Urina,03RCF_fid,Alanine,HMDB00161,564.118909291868,219.9
Urina,03RCF_fid,Dihydrothymine,,221.658967412712,
Urina,03RCF_fid,trans-4-Hydroxy-L-Proline,,400.180005996109,
Urina,03RCF_fid,Indoxylsulfate,,451.72927329925,
Urina,03RCF_fid,Phenylalanine,,383.296196637482,
Urina,03RCF_fid,2-Oxoglutarate,HMDB00208,564.255487085474,175.6
Urina,03RCF_fid,Maltose,,305.43063063215,
Urina,03RCF_fid,Uridine,HMDB00296,235.932561426799,13.0
Urina,03RCF_fid,Glucose,HMDB00122,688.367456168632,311.6
Urina,03RCF_fid,Sorbitol,,0.0,
Urina,03RCF_fid,D-Gluconate,,997.294734919438,
Urina,03RCF_fid,N-Acetylglycine,,301.731525039945,
Urina,03RCF_fid,Malonate,HMDB00691,0.0,396.4
Urina,03RCF_fid,Phenylglyoxylate,,0.0,
Urina,03RCF_fid,Anserine,,338.767726341235,
Urina,03RCF_fid,Histidine,HMDB00177,1533.28953417311,517.5
Urina,03RCF_fid,Phenethylamine,,858.303352441159,
Urina,03RCF_fid,Formate,HMDB00142,406.492521689313,312.9
Urina,03RCF_fid,3-PhenylPropionate,,364.307738707717,
Urina,03RCF_fid,Syringate,,60.8719170343089,
Urina,03RCF_fid,GMP,,0.0,
Urina,03RCF_fid,Xylitol,HMDB02917,935.603287427958,148.5
Urina,03RCF_fid,Spermidine,,0.0,
Urina,03RCF_fid,UMP,,274.320434871923,
Urina,03RCF_fid,Cystine,,268.193438922078,
Urina,03RCF_fid,Carnosine,HMDB00033,337.64942384964,135.8
Urina,03RCF_fid,N-(2-Furoyl)Glycine,,406.075244201634,
Urina,03RCF_fid,3-Methyladipate,,301.034719859726,
Urina,03RCF_fid,PropyleneGlycol,,353.520117358429,
Urina,03RCF_fid,2-Oxobutyrate,,219.475384919339,
